RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,KM,METER,LRRR,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,TESTING_FREQ,USFDTESTDATE
ECR,SEE,HJP CI,UP,21/1/2018,23:15,52KG,18.65,110,1/1/2000,524.67,RAIL,GR,282,374,RR,22.9,LWR,CURVE,3,5/1/2018
ECR,SEE,HJP CI,UP,1/3/2019,9:15,52KG,18.72,110,1/1/2000,524.72,SEJ,GR,289,380,RR,22.9,LWR,CURVE,3,4/12/2018
ECR,SEE,HJP CI,UP,25/12/2017,8:00,52KG,19.53,110,1/1/2000,522.5,RAIL,GR,276,390,RR,22.9,LWR,CURVE,3,9/10/2017
ECR,SEE,HJP CI,UP,25/12/2017,8:00,52KG,19.53,110,1/1/2000,522.5,RAIL,GR,276,390,RR,22.9,LWR,CURVE,3,9/10/2017
ECR,SEE,HJP CI,UP,25/12/2017,8:00,52KG,19.53,110,1/1/2000,522.5,RAIL,GR,276,390,RR,22.9,LWR,CURVE,3,9/10/2017
ECR,SEE,HJP CI,UP,25/12/2017,8:00,52KG,19.53,110,1/1/2000,522.5,RAIL,GR,276,390,RR,22.9,LWR,CURVE,3,9/10/2017
ECR,SEE,HJP CI,UP,29/10/2017,4:50,52KG,19.53,110,1/11/1999,522.02,RAIL,GR,307,402,LR,22.9,LWR,CURVE,3,22/9/2017
ECR,SEE,HJP CI,UP,6/2/2019,7:50,52KG,18.72,110,1/9/1999,516.07,SEJ,GR,299,468,LR,22.9,LWR,STRAIGHT,3,1/12/2018
ECR,SEE,HJP CI,UP,22/12/2018,1:00,52KG,18.65,110,1/9/1999,556.13,SEJ,GR,297,569,RR,22.9,LWR,STRAIGHT,3,1/12/2018
ECR,SEE,HJP CI,UP,9/1/2017,23:20,52KG,19.53,110,1/11/1999,590.54,RAIL,GR,314,573,LR,22.9,LWR,STRAIGHT,3,4/11/2016
ECR,SEE,HJP CI,UP,11/5/2017,0:15,52KG,19.53,110,1/1/2000,507.37,RAIL,GR,279,633,LR,22.9,SWR,STRAIGHT,3,24/4/2017
ECR,SEE,HJP CI,UP,8/2/2019,6:35,52KG,18.72,110,1/9/1999,516.07,SEJ,GR,305,637,LR,22.9,LWR,STRAIGHT,3,29/11/2018
ECR,SEE,HJP CI,UP,27/5/2017,5:50,52KG,19.53,110,1/1/2000,507.37,RAIL,GR,279,639,LR,22.9,SWR,STRAIGHT,3,24/4/2017
ECR,SEE,HJP CI,UP,21/4/2023,7:30,60KG,23.55,110,1/7/2019,64.39,CURVE,GR,288,669,RR,22.9,SWR,STRAIGHT,3,31/12/2022
ECR,SEE,HJP CI,UP,12/11/2017,8:00,52KG,19.53,110,1/3/2000,516.5,RAIL,GR,273,737,LR,22.9,LWR,STRAIGHT,3,10/10/2017
ECR,SEE,HJP CI,UP,23/1/2018,16:35,52KG,18.65,110,1/9/1999,532.35,RAIL,GR,297,766,LR,22.9,LWR,STRAIGHT,3,13/12/2017
ECR,SEE,HJP CI,UP,9/1/2019,7:15,52KG,18.72,110,1/1/2000,550.62,SEJ,GR,283,767,LR,22.9,LWR,STRAIGHT,3,7/12/2018
ECR,SEE,HJP CI,UP,16/3/2020,20:10,52KG,14.58,110,1/2/2019,301.76,SEJ,GR,306,782,RR,22.9,SWR,STRAIGHT,3,20/2/2020
ECR,SEE,HJP CI,UP,15/1/2018,7:00,52KG,18.65,110,1/1/2000,524.67,RAIL,GR,274,826,LR,22.9,LWR,STRAIGHT,3,8/1/2018
ECR,SEE,HJP CI,UP,28/12/2018,22:35,52KG,18.65,110,1/6/2009,284.08,SEJ,GR,315,866,LR,22.9,SWR,CURVE,3,25/11/2018
ECR,SEE,HJP CI,UP,18/8/2019,14:45,52KG,18.72,110,1/5/1999,548.24,SEJ,GR,310,904,LR,22.9,LWR,CURVE,3,29/6/2019
ECR,SEE,HJP CI,UP,6/1/2018,8:00,52KG,18.65,110,1/2/2011,198.58,RAIL,GR,273,936,RR,22.9,LWR,CURVE,3,10/10/2017
ECR,SEE,HJP CI,UP,15/12/2017,8:17,52KG,19.53,110,1/3/2000,518.66,RAIL,GR,273,941,LR,22.9,LWR,CURVE,3,10/10/2017
ECR,SEE,HJP CI,UP,11/1/2018,1:45,52KG,18.65,110,1/3/2000,520.83,RAIL,GR,273,960,LR,22.9,LWR,CURVE,3,8/1/2018
ECR,SEE,HJP CI,UP,6/1/2018,8:00,52KG,18.65,110,1/3/2000,520.83,RAIL,GR,273,999,RR,22.9,LWR,CURVE,3,10/10/2017
ECR,SEE,HJP CI,UP,1/10/2017,9:40,52KG,19.53,110,1/3/2000,514.34,RAIL,GR,273,1000,LR,22.9,LWR,STRAIGHT,3,24/7/2017
ECR,SEE,HJP-MFP,DN,2/2/2021,9:51,52KG,14.3,110,1/10/2014,108.66,SEJ,GR,34,94,RR,22.9,LWR,STRAIGHT,4,15/10/2020
ECR,SEE,HJP-MFP,DN,13/9/2021,7:15,60KG,14.3,110,1/11/2016,62.02,LWR,GR,42,151,RR,22.9,LWR,STRAIGHT,4,10/6/2021
ECR,SEE,HJP-MFP,DN,26/11/2018,14:25,52KG,13.45,110,1/6/2017,19.16,SEJ,GR,49,180,LR,22.9,LWR,STRAIGHT,4,30/5/2018
ECR,SEE,HJP-MFP,DN,21/1/2019,0:05,52KG,13.45,110,1/6/1996,386.77,SEJ,GR,49,263,RR,22.9,LWR,STRAIGHT,4,30/11/2018
ECR,SEE,HJP-MFP,DN,29/6/2019,5:10,52KG,13.45,110,1/6/1996,386.35,SEJ,GR,48,488,LR,22.9,SWR,STRAIGHT,4,28/11/2018
ECR,SEE,HJP-MFP,DN,24/12/2018,8:20,52KG,13.45,110,1/2/2002,308.15,SEJ,GR,48,537,LR,22.9,SWR,CURVE,4,28/11/2018
ECR,SEE,HJP-MFP,DN,9/5/2017,7:00,52KG,10.42,110,1/6/1996,366.61,RAIL,GR,48,725,LR,22.9,SWR,STRAIGHT,4,23/11/2016
ECR,SEE,HJP-MFP,DN,5/7/2019,5:30,52KG,13.45,110,1/6/1996,387.22,SEJ,GR,48,875,LR,22.9,LWR,STRAIGHT,4,29/11/2018
ECR,SEE,HJP-MFP,DN,22/1/2026,2:00,60KG,19.038,110,1/12/2015,142,SEJ,GR,9,937,LR,22.9,LWR,STRAIGHT,4,14/10/2025
ECR,SEE,HJP-MFP,DN,3/9/2018,5:00,52KG,13.45,110,1/6/1996,385.76,SEJ,GR,48,7642,LR,22.9,LWR,STRAIGHT,4,30/5/2018
ECR,SEE,HJP-MFP,UP,26/1/2021,6:22,60KG,12.2,110,1/6/2015,100.29,SEJ,GR,6,51,RR,22.9,LWR,STRAIGHT,4,4/6/2020
ECR,SEE,HJP-MFP,UP,16/12/2019,7:10,60KG,12.21,110,1/5/2015,72.83,SEJ,GR,2,232,RR,22.9,LWR,STRAIGHT,4,3/10/2018
ECR,SEE,KGG-BJU,DN,11/11/2025,22:45,52KG,38.135,110,1/10/2011,373,SEJ,GR,130,1,RR,22.9,LWR,CURVE,3,14/10/2025
ECR,SEE,KGG-BJU,DN,4/4/2021,4:50,52KG,25.89,110,1/2/2005,411.36,SEJ,GR,176,26,LR,22.9,LWR,STRAIGHT,3,23/2/2021
ECR,SEE,KGG-BJU,DN,22/10/2017,1:25,52KG,16.82,110,1/4/2000,434.93,RAIL,GR,171,79,RR,22.9,LWR,STRAIGHT,3,11/10/2017
ECR,SEE,KGG-BJU,DN,22/10/2017,1:25,52KG,16.82,110,1/4/2000,434.93,RAIL,GR,171,80,RR,22.9,LWR,STRAIGHT,3,11/10/2017
ECR,SEE,KGG-BJU,DN,31/10/2021,1:30,52KG,25.89,110,1/2/2005,424.95,SEJ,GR,176,87,LR,22.9,LWR,STRAIGHT,3,28/10/2021
ECR,SEE,KGG-BJU,DN,7/11/2021,3:05,52KG,25.89,110,1/8/2007,385.6,SEJ,GR,171,100,RR,22.9,LWR,STRAIGHT,3,25/10/2021
ECR,SEE,KGG-BJU,DN,18/8/2018,5:25,52KG,16.31,110,1/4/2012,198.47,SEJ,GR,167,103,LR,22.9,LWR,STRAIGHT,3,26/6/2018
ECR,SEE,KGG-BJU,DN,10/6/2021,22:19,52KG,25.89,110,1/2/2005,414,SEJ,GR,176,113,RR,22.9,LWR,STRAIGHT,3,23/2/2021
ECR,SEE,KGG-BJU,DN,21/10/2021,5:22,52KG,25.89,110,1/2/2005,424.95,SEJ,GR,175,133,RR,22.9,LWR,STRAIGHT,3,30/6/2021
ECR,SEE,KGG-BJU,DN,7/2/2021,8:45,52KG,25.89,110,1/9/2007,366.48,SEJ,GR,174,146,LR,22.9,LWR,STRAIGHT,3,26/8/2020
ECR,SEE,KGG-BJU,DN,15/12/2020,0:00,52KG,22.01,110,1/2/2005,406.1,SEJ,GR,175,180,LR,22.9,LWR,STRAIGHT,3,26/8/2020
ECR,SEE,KGG-BJU,DN,9/1/2021,22:45,52KG,25.89,110,1/8/2010,264,SEJ,GR,157,230,LR,22.9,SWR,STRAIGHT,3,19/8/2020
ECR,SEE,KGG-BJU,DN,13/2/2023,12:23,52KG,26.072,110,1/8/2010,317.23,SEJ,GR,159,264,RR,22.9,LWR,CURVE,3,11/1/2023
ECR,SEE,KGG-BJU,DN,19/3/2023,5:40,52KG,31.027,110,1/6/2014,193.98,SEJ,GR,124,351,RR,22.9,SWR,STRAIGHT,3,27/2/2023
ECR,SEE,KGG-BJU,DN,20/10/2021,1:20,52KG,25.89,110,1/2/2005,424.95,SEJ,GR,175,380,LR,22.9,LWR,STRAIGHT,3,30/6/2021
ECR,SEE,KGG-BJU,DN,9/11/2020,9:20,52KG,22.01,110,1/5/2010,272.11,SEJ,GR,171,381,RR,22.9,SWR,STRAIGHT,3,24/8/2020
ECR,SEE,KGG-BJU,DN,2/1/2020,11:25,52KG,22.01,110,1/8/2011,207.67,SEJ,GR,163,396,RR,22.9,FP/SR,STRAIGHT,3,25/10/2019
ECR,SEE,KGG-BJU,DN,10/11/2017,13:50,52KG,16.82,110,1/10/2011,192.86,RAIL,GR,131,431,RR,22.9,SWR,STRAIGHT,3,25/9/2017
ECR,SEE,KGG-BJU,DN,14/9/2021,8:35,52KG,25.89,110,1/5/2020,25.5,LWR,GR,150,485,RR,22.9,LWR,STRAIGHT,3,13/8/2021
ECR,SEE,KGG-BJU,DN,15/8/2021,14:00,52KG,25.89,110,1/2/2019,46.22,LWR,GR,130,494,RR,22.9,SWR,STRAIGHT,3,4/8/2021
ECR,SEE,KGG-BJU,DN,12/6/2025,8:55,52KG,38.135,110,1/12/2021,114,CURVE,GR,130,494,RR,22.9,SWR,STRAIGHT,3,19/5/2025
ECR,SEE,KGG-BJU,DN,7/11/2020,5:55,52KG,22.01,110,1/6/2007,366.75,SEJ,GR,166,498,LR,22.9,LWR,STRAIGHT,3,21/8/2020
ECR,SEE,KGG-BJU,DN,10/2/2025,22:43,52KG,32.271,110,1/8/2010,399,SEJ,GR,151,508,LR,22.9,LWR,STRAIGHT,3,6/2/2025
ECR,SEE,KGG-BJU,DN,7/11/2020,5:55,52KG,22.01,110,1/6/2007,366.75,SEJ,GR,166,534,LR,22.9,LWR,STRAIGHT,3,22/8/2020
ECR,SEE,KGG-BJU,DN,18/12/2020,0:01,52KG,22.01,110,1/5/2015,109.04,SEJ,GR,175,552,LR,22.9,LWR,STRAIGHT,3,26/8/2020
ECR,SEE,KGG-BJU,DN,12/1/2020,11:25,52KG,22.01,110,1/5/2015,95.92,SEJ,GR,175,558,LR,22.9,LWR,STRAIGHT,3,30/10/2019
ECR,SEE,KGG-BJU,DN,30/10/2021,5:10,52KG,25.89,110,1/2/2005,424.95,SEJ,GR,176,566,LR,22.9,LWR,CURVE,3,28/10/2021
ECR,SEE,KGG-BJU,DN,17/9/2017,8:55,52KG,16.82,110,1/10/2016,33.96,RAIL,GR,124,567,RR,22.9,SWR,STRAIGHT,3,22/6/2017
ECR,SEE,KGG-BJU,DN,16/12/2020,8:50,52KG,22.01,110,1/10/2011,214.17,SEJ,GR,124,596,LR,22.9,SWR,STRAIGHT,3,10/11/2020
ECR,SEE,KGG-BJU,DN,19/10/2021,5:25,52KG,25.89,110,1/9/2007,382.7,SEJ,GR,174,611,LR,22.9,LWR,CURVE,3,26/6/2021
ECR,SEE,KGG-BJU,DN,7/2/2020,2:50,52KG,22.01,110,1/8/2010,250.96,SEJ,GR,143,684,RR,22.9,LWR,STRAIGHT,3,25/1/2020
ECR,SEE,KGG-BJU,DN,5/4/2021,9:25,52KG,25.89,110,1/9/2007,369.12,SEJ,GR,174,685,LR,22.9,LWR,CURVE,3,22/2/2021
ECR,SEE,KGG-BJU,DN,1/10/2021,6:30,52KG,25.89,110,1/9/2007,381.2,SEJ,GR,174,687,LR,22.9,LWR,CURVE,3,26/6/2021
ECR,SEE,KGG-BJU,DN,16/1/2018,7:53,52KG,16.31,110,1/10/2011,198.52,RAIL,GR,132,719,RR,22.9,LWR,STRAIGHT,3,26/12/2017
ECR,SEE,KGG-BJU,DN,16/6/2020,3:20,52KG,22.01,110,1/8/2011,212.89,SEJ,GR,163,763,RR,22.9,LWR,STRAIGHT,3,22/2/2020
ECR,SEE,KGG-BJU,DN,31/8/2021,3:45,52KG,25.89,110,1/2/2005,421.95,SEJ,GR,176,796,RR,22.9,LWR,STRAIGHT,3,30/6/2021
ECR,SEE,KGG-BJU,DN,19/3/2025,13:35,52KG,33.271,110,1/5/2020,147,CURVE,GR,145,803,RR,22.9,LWR,STRAIGHT,3,27/2/2025
ECR,SEE,KGG-BJU,DN,16/12/2017,8:35,52KG,16.82,110,1/4/2011,215.55,RAIL,GR,161,813,RR,22.9,LWR,STRAIGHT,3,7/10/2017
ECR,SEE,KGG-BJU,DN,26/1/2021,4:05,52KG,25.89,110,1/8/2007,366.57,SEJ,GR,171,814,RR,22.9,LWR,STRAIGHT,3,25/8/2020
ECR,SEE,KGG-BJU,DN,15/9/2021,17:16,52KG,25.89,110,1/2/2005,423.45,SEJ,GR,176,829,RR,22.9,LWR,STRAIGHT,3,30/6/2021
ECR,SEE,KGG-BJU,DN,14/12/2022,4:10,52KG,30.71,110,1/8/2011,271.67,SEJ,GR,163,831,LR,22.9,LWR,STRAIGHT,3,15/10/2022
ECR,SEE,KGG-BJU,DN,4/2/2021,22:50,52KG,25.89,110,1/2/2005,408.73,SEJ,GR,176,846,LR,22.9,LWR,STRAIGHT,3,27/8/2020
ECR,SEE,KGG-BJU,DN,28/1/2021,0:05,52KG,25.89,110,1/9/2007,365.17,SEJ,GR,174,905,RR,22.9,LWR,STRAIGHT,3,26/8/2020
ECR,SEE,KGG-BJU,DN,1/2/2023,4:05,52KG,26.072,110,1/8/2011,273.5,SEJ,GR,163,910,LR,22.9,LWR,STRAIGHT,3,16/1/2023
ECR,SEE,KGG-BJU,DN,3/1/2020,0:30,52KG,22.01,110,1/9/2007,350.73,SEJ,GR,173,918,LR,22.9,LWR,STRAIGHT,3,29/10/2019
ECR,SEE,KGG-BJU,DN,23/1/2020,7:30,52KG,22.01,110,1/10/2011,201.05,SEJ,GR,129,946,RR,22.9,LWR,CURVE,3,18/1/2020
ECR,SEE,KGG-BJU,UP,1/4/2023,5:20,52KG,21.027,110,1/8/2007,384.99,SEJ,GR,176,8,RR,22.9,LWR,STRAIGHT,3,19/3/2023
ECR,SEE,KGG-BJU,UP,6/5/2023,5:10,52KG,21.027,110,1/8/2007,392.02,SEJ,GR,176,34,RR,22.9,LWR,STRAIGHT,3,19/3/2023
ECR,SEE,KGG-BJU,UP,4/2/2023,3:35,52KG,21.027,110,1/8/2007,382.8,SEJ,GR,176,66,LR,22.9,LWR,STRAIGHT,3,4/11/2022
ECR,SEE,KGG-BJU,UP,2/2/2017,8:25,52KG,13.41,110,1/1/2017,5.57,RAIL,GR,135,111,LR,22.9,LWR,CURVE,4,21/11/2016
ECR,SEE,KGG-BJU,UP,20/2/2018,6:50,52KG,12.74,110,1/1/2017,39,RAIL,GR,135,118,LR,22.9,LWR,CURVE,4,1/2/2018
ECR,SEE,KGG-BJU,UP,29/9/2021,14:50,52KG,15.85,110,1/7/2011,226.75,SEJ,GR,163,162,LR,22.9,SWR,STRAIGHT,3,7/5/2021
ECR,SEE,KGG-BJU,UP,8/10/2024,8:20,52KG,29.284,110,1/7/2017,107,SEJ,GR,154,182,LR,22.9,LWR,STRAIGHT,3,10/8/2024
ECR,SEE,KGG-BJU,UP,11/2/2019,4:15,52KG,14.62,110,1/7/2011,192.01,SEJ,GR,163,288,LR,22.9,SWR,STRAIGHT,3,28/1/2019
ECR,SEE,KGG-BJU,UP,24/5/2017,8:30,52KG,13.41,110,1/11/2016,19.5,RAIL,GR,131,319,LR,22.9,SWR,STRAIGHT,4,17/5/2017
ECR,SEE,KGG-BJU,UP,30/10/2021,5:41,52KG,15.85,110,1/8/2007,367.72,SEJ,GR,175,451,LR,22.9,LWR,STRAIGHT,3,3/5/2021
ECR,SEE,KGG-BJU,UP,27/12/2020,7:42,52KG,13.11,110,1/2/2005,392.4,SEJ,GR,174,491,LR,22.9,LWR,STRAIGHT,3,21/7/2020
ECR,SEE,KGG-BJU,UP,8/12/2025,5:30,52KG,29.384,110,1/1/2008,472,SEJ,GR,151,533,LR,22.9,LWR,STRAIGHT,3,23/11/2025
ECR,SEE,KGG-BJU,UP,21/11/2022,7:02,52KG,29.03,110,1/5/2017,74.61,SEJ,GR,146,545,RR,22.9,LWR,STRAIGHT,3,16/7/2022
ECR,SEE,KGG-BJU,UP,24/11/2020,1:20,52KG,13.11,110,1/1/2008,342.96,SEJ,GR,151,605,LR,22.9,LWR,STRAIGHT,3,30/6/2020
ECR,SEE,KGG-BJU,UP,12/2/2017,7:35,52KG,13.41,110,1/1/2017,5.57,RAIL,GR,135,650,LR,22.9,LWR,CURVE,4,21/11/2016
ECR,SEE,KGG-BJU,UP,20/12/2019,23:36,52KG,14.62,110,1/1/2017,40.53,SEJ,GR,135,655,LR,22.9,LWR,STRAIGHT,4,5/7/2019
ECR,SEE,KGG-BJU,UP,11/1/2018,4:45,52KG,12.74,110,1/1/2017,36.22,RAIL,GR,135,667,LR,22.9,LWR,CURVE,4,8/11/2017
ECR,SEE,KGG-BJU,UP,7/12/2024,5:35,52KG,29.388,110,1/4/2010,368,SEJ,GR,165,774,LR,22.9,LWR,STRAIGHT,3,11/11/2024
ECR,SEE,KGG-BJU,UP,28/3/2018,6:55,52KG,12.74,110,1/2/2005,397.4,RAIL,GR,174,795,LR,22.9,LWR,STRAIGHT,3,23/2/2018
ECR,SEE,KGG-BJU,UP,26/10/2022,1:30,52KG,29.03,110,1/8/2007,379.53,SEJ,GR,175,944,LR,22.9,LWR,STRAIGHT,3,22/6/2022
ECR,SEE,KGG-BJU,UP,29/11/2022,7:20,52KG,29.03,110,1/3/2010,297.7,SEJ,GR,169,948,RR,22.9,SWR,STRAIGHT,3,6/11/2022
ECR,SEE,KGG-BJU,UP,11/11/2022,8:35,52KG,29.03,110,1/1/2008,372.42,SEJ,GR,154,960,RR,22.9,LWR,STRAIGHT,3,10/7/2022
ECR,SEE,KGG-BJU,UP,28/6/2018,2:40,52KG,12.74,110,1/1/2000,461.54,SEJ,GR,175,1022,LR,22.9,LWR,STRAIGHT,3,16/5/2018
ECR,SEE,KIR MNE,DN,19/12/2019,7:45,52KG,18.05,110,1/10/2005,336.28,SEJ,GR,104,4,RR,22.9,SWR,STRAIGHT,3,13/9/2019
ECR,SEE,KIR MNE,DN,26/1/2020,2:35,52KG,20.93,110,1/12/2005,335.13,SEJ,GR,105,5,RR,22.9,SWR,STRAIGHT,3,13/1/2020
ECR,SEE,KIR MNE,DN,28/1/2021,6:42,52KG,26.14,110,1/9/2007,326.19,SEJ,GR,102,6,LR,22.9,LWR,STRAIGHT,3,3/1/2021
ECR,SEE,KIR MNE,DN,20/11/2021,6:19,52KG,26.14,110,1/4/2017,90.1,SEJ,GR,84,17,RR,22.9,LWR,STRAIGHT,3,11/9/2021
ECR,SEE,KIR MNE,DN,6/2/2021,4:02,52KG,26.14,110,1/9/2007,327.81,SEJ,GR,102,90,LR,22.9,LWR,STRAIGHT,3,3/1/2021
ECR,SEE,KIR MNE,DN,13/9/2019,15:54,52KG,18.05,110,1/4/2007,302.36,SEJ,GR,19,95,RR,22.9,LWR,STRAIGHT,3,22/7/2019
ECR,SEE,KIR MNE,DN,9/8/2019,13:45,52KG,18.05,110,1/12/2006,306.24,LWR,GR,105,105,RR,22.9,LWR,STRAIGHT,3,17/5/2019
ECR,SEE,KIR MNE,DN,29/1/2020,7:25,52KG,20.93,110,1/5/2009,264.84,SEJ,GR,73,121,RR,22.9,LWR,STRAIGHT,3,10/10/2019
ECR,SEE,KIR MNE,DN,28/11/2024,1:48,52KG,28.722,110,1/4/2017,173,SEJ,GR,99,168,LR,22.9,LWR,CURVE,3,26/11/2024
ECR,SEE,KIR MNE,DN,8/12/2018,2:05,52KG,19.46,110,1/6/2006,328.17,SEJ,GR,106,195,RR,22.9,LWR,STRAIGHT,3,26/10/2018
ECR,SEE,KIR MNE,DN,26/12/2018,16:45,52KG,19.46,110,1/5/2008,296.26,SEJ,GR,60,200,RR,22.9,LWR,STRAIGHT,3,8/11/2018
ECR,SEE,KIR MNE,DN,25/11/2019,20:10,52KG,18.05,110,1/6/2005,335.17,SEJ,GR,105,212,LR,22.9,LWR,STRAIGHT,3,13/9/2019
ECR,SEE,KIR MNE,DN,18/12/2017,23:00,52KG,19.5,110,1/6/2005,317.73,RAIL,GR,110,241,RR,22.9,LWR,STRAIGHT,3,10/11/2017
ECR,SEE,KIR MNE,DN,21/7/2020,10:50,52KG,20.93,110,1/12/2016,70.73,SEJ,GR,114,250,RR,22.9,SWR,STRAIGHT,3,14/5/2020
ECR,SEE,KIR MNE,DN,10/10/2021,8:20,52KG,26.14,110,1/9/2007,337.22,SEJ,GR,102,258,LR,22.9,LWR,STRAIGHT,3,17/9/2021
ECR,SEE,KIR MNE,DN,4/3/2019,1:20,52KG,18.05,110,1/5/2006,308.25,SEJ,GR,105,258,RR,22.9,LWR,STRAIGHT,3,23/1/2019
ECR,SEE,KIR MNE,DN,30/10/2017,10:12,52KG,19.5,110,1/6/2005,315.48,RAIL,GR,113,321,RR,22.9,LWR,CURVE,3,12/8/2017
ECR,SEE,KIR MNE,DN,26/12/2018,6:45,52KG,19.46,110,1/3/2007,506,SEJ,GR,46,330,RR,22.9,SWR,STRAIGHT,3,2/11/2018
ECR,SEE,KIR MNE,DN,4/2/2021,5:32,52KG,26.14,110,1/9/2007,327.81,SEJ,GR,102,350,LR,22.9,LWR,STRAIGHT,3,3/1/2021
ECR,SEE,KIR MNE,DN,31/12/2020,9:40,52KG,20.93,110,1/4/2016,92.18,POINTS AND CROSSING,GR,81,351,LR,22.9,LWR,STRAIGHT,3,25/9/2020
ECR,SEE,KIR MNE,DN,24/11/2018,6:40,52KG,19.46,110,1/6/2006,325.92,SEJ,GR,109,354,RR,22.9,LWR,STRAIGHT,3,29/10/2018
ECR,SEE,KIR MNE,DN,9/2/2020,3:50,52KG,20.93,110,1/3/2007,506.31,SEJ,GR,46,368,RR,22.9,SWR,STRAIGHT,3,24/1/2020
ECR,SEE,KIR MNE,DN,13/2/2018,7:55,52KG,19.46,110,1/6/2005,322.22,RAIL,GR,110,374,RR,22.9,LWR,STRAIGHT,3,7/2/2018
ECR,SEE,KIR MNE,DN,19/12/2020,1:20,52KG,20.93,110,1/3/2007,522.45,SEJ,GR,46,400,RR,22.9,SWR,STRAIGHT,3,15/9/2020
ECR,SEE,KIR MNE,DN,18/1/2021,5:55,52KG,26.14,110,1/12/2007,500.87,SEJ,GR,45,401,LR,22.9,SWR,STRAIGHT,3,29/12/2020
ECR,SEE,KIR MNE,DN,7/12/2017,0:02,52KG,19.5,110,1/6/2005,317.73,RAIL,GR,110,453,RR,22.9,LWR,STRAIGHT,3,10/11/2017
ECR,SEE,KIR MNE,DN,17/12/2018,3:34,52KG,19.46,110,1/6/2006,328.17,SEJ,GR,108,473,RR,22.9,LWR,STRAIGHT,3,26/10/2018
ECR,SEE,KIR MNE,DN,14/11/2017,2:25,52KG,19.5,110,1/6/2005,315.48,RAIL,GR,113,487,RR,22.9,LWR,CURVE,3,11/11/2017
ECR,SEE,KIR MNE,DN,19/12/2020,6:08,52KG,20.93,110,1/5/2006,345.96,SEJ,GR,10,492,LR,22.9,SWR,STRAIGHT,3,26/10/2020
ECR,SEE,KIR MNE,DN,21/2/2018,8:05,52KG,19.46,110,1/6/2005,322.22,RAIL,GR,110,510,LR,22.9,LWR,STRAIGHT,3,7/2/2018
ECR,SEE,KIR MNE,DN,30/4/2019,8:25,52KG,18.05,110,1/12/2007,464.48,LWR,GR,45,552,RR,22.9,LWR,STRAIGHT,3,31/1/2019
ECR,SEE,KIR MNE,DN,10/8/2021,7:10,52KG,26.14,110,1/9/2007,337.52,SEJ,GR,101,588,RR,22.9,LWR,STRAIGHT,3,22/5/2021
ECR,SEE,KIR MNE,DN,3/11/2018,21:15,52KG,19.46,110,1/9/2007,305.87,SEJ,GR,101,600,RR,22.9,LWR,STRAIGHT,3,24/10/2018
ECR,SEE,KIR MNE,DN,16/3/2021,3:55,52KG,26.14,110,1/4/2013,170.12,SEJ,GR,22,646,RR,22.9,LWR,STRAIGHT,3,17/2/2021
ECR,SEE,KIR MNE,DN,29/8/2016,7:05,52KG,17.62,110,1/10/2010,161.81,RAIL,GR,44,667,RR,22.9,LWR,STRAIGHT,3,26/5/2016
ECR,SEE,KIR MNE,DN,31/12/2018,7:50,60KG,19.46,110,1/4/2018,22.46,SEJ,GR,50,750,RR,22.9,LWR,STRAIGHT,3,3/11/2018
ECR,SEE,KIR MNE,DN,8/10/2020,6:15,52KG,20.93,110,1/1/2008,315.99,SEJ,GR,55,775,RR,22.9,LWR,CURVE,3,8/9/2020
ECR,SEE,KIR MNE,DN,17/11/2020,8:45,52KG,20.93,110,1/6/2008,308.59,POINTS AND CROSSING,GR,80,779,RR,22.9,LWR,STRAIGHT,3,25/9/2020
ECR,SEE,KIR MNE,DN,24/2/2021,8:05,52KG,26.14,110,1/4/2007,334.49,SEJ,GR,20,810,LR,22.9,LWR,STRAIGHT,3,17/2/2021
ECR,SEE,KIR MNE,DN,13/8/2018,9:15,52KG,19.46,110,1/12/2015,74.11,LWR,GR,73,845,RR,22.9,LWR,STRAIGHT,3,19/5/2018
ECR,SEE,KIR MNE,DN,31/1/2021,0:28,52KG,26.14,110,1/9/2007,327.81,SEJ,GR,101,847,LR,22.9,LWR,STRAIGHT,3,30/12/2020
ECR,SEE,KIR MNE,DN,22/7/2018,18:45,60KG,19.46,110,1/6/2018,6.74,SEJ,GR,110,852,RR,22.9,LWR,STRAIGHT,3,4/5/2018
ECR,SEE,KIR MNE,DN,19/12/2018,22:20,52KG,19.46,110,1/4/2017,47.16,SEJ,GR,83,857,RR,22.9,LWR,STRAIGHT,3,17/11/2018
ECR,SEE,KIR MNE,DN,9/3/2018,6:10,52KG,19.46,110,1/6/2005,324.46,RAIL,GR,109,888,RR,22.9,LWR,STRAIGHT,3,7/2/2018
ECR,SEE,KIR MNE,DN,29/11/2020,4:40,52KG,20.93,110,1/4/2017,71.33,SEJ,GR,82,909,LR,22.9,LWR,STRAIGHT,3,26/9/2020
ECR,SEE,KIR MNE,DN,22/1/2019,17:40,52KG,18.05,110,1/4/2017,49.41,SEJ,GR,92,917,LR,22.9,LWR,STRAIGHT,3,6/1/2019
ECR,SEE,KIR MNE,DN,19/11/2019,6:55,52KG,18.05,110,1/3/2013,141.07,SEJ,GR,26,997,LR,22.9,LWR,STRAIGHT,3,24/7/2019
