RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,USFDTESTDATE,LRRR,KM,METER,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,SERVICE_LIFE,FRACTURE_DATE,LAYINGDATE,DURATION
ECR,DHN,BRKA-GHD,UP,2016-06-08-00.00.00,5:30,60KG,58.57,100,May-01,605.38,RAIL,GR,2016-04-28-00.00.00,RR,173,840,22.9,LWR,STRAIGHT,800,6/8/2016,5/1/2001,5517.00
NR,FZR,SIR-LDH,DN,2016-01-09-00.00.00,19:30,52KG,45.1,130,Dec-00,553.11,RAIL,GR,2015-11-14-00.00.00,LR,374,352,22.9,LWR,STRAIGHT,525,1/9/2016,12/1/2000,5517.00
NR,FZR,SIR-LDH,DN,2016-01-09-00.00.00,19:30,52KG,45.1,130,Dec-00,553.11,RAIL,GR,2015-11-14-00.00.00,LR,374,352,22.9,LWR,STRAIGHT,525,1/9/2016,12/1/2000,5517.00
NR,MB,LRJ-HNC,UP,2018-11-08-00.00.00,0:40,52KG,40.64,110,Oct-03,416.48,SEJ,GR,2018-10-24-00.00.00,RR,1557,290,22.9,LWR,CURVE,525,11/8/2018,10/1/2003,5517.00
ECOR,KUR,KUR-NWP,DN,2020-06-09-00.00.00,7:05,60KG,33.95,130,May-05,484.1,SEJ,GR,2020-05-08-00.00.00,RR,525,816,25,SWR,CURVE,800,6/9/2020,5/1/2005,5518.00
NR,MB,LRJ-HNC,DN,2018-12-10-00.00.00,10:04,52KG,33.09,110,Nov-03,352.65,SEJ,GR,2018-10-30-00.00.00,LR,1581,512,22.9,LWR,STRAIGHT,525,12/10/2018,11/1/2003,5518.00
NWR,JP,BKIJP,UP,2017-04-09-00.00.00,6:42,52KG,17.19,130,Mar-02,123.25,RAIL,GR,2016-04-17-00.00.00,LR,240,115,22.9,SWR,STRAIGHT,525,4/9/2017,3/1/2002,5518.00
SR,MAS,MAS-BBQ,UP,2019-07-12-00.00.00,19:10,60KG,23.99,130,Jun-04,842.69,SEJ,GR,2019-05-26-00.00.00,LR,1,51,22.9,FP/SR,STRAIGHT,800,7/12/2019,6/1/2004,5519.00
CR,CSTM,TNA-DW,5th line,2020-05-12-00.00.00,10:49,52KG,35.68,110,Apr-05,28.13,SEJ,GR,2019-09-08-00.00.00,LR,42,94,22.32,LWR,STRAIGHT,525,5/12/2020,4/1/2005,5520.00
NWR,AII,MJ PNU,UP,2017-01-11-00.00.00,7:49,52KG,22.34,130,Dec-01,550.4,RAIL,GR,2016-12-10-00.00.00,LR,459,6752,22.9,LWR,STRAIGHT,525,1/11/2017,12/1/2001,5520.00
SCR,GNT,GNT-DHNE,UP,2019-05-13-00.00.00,6:20,52KG,28.69,110,Apr-04,405.78,SEJ,GR,2019-03-15-00.00.00,RR,5,880,22.9,FP/SR,STRAIGHT,525,5/13/2019,4/1/2004,5520.00
ECOR,KUR,KUR-NWP,UP,2020-01-13-00.00.00,5:40,60KG,38.93,130,Dec-04,571.54,SEJ,GR,2019-11-18-00.00.00,RR,543,127,25,LWR,STRAIGHT,800,1/13/2020,12/1/2004,5521.00
SR,PGT,SRR - NTVT A,DN,2016-06-12-00.00.00,7:00,52KG,14.93,110,May-01,201.02,RAIL,GR,2016-01-09-00.00.00,RR,655,0,22.32,LWR,STRAIGHT,525,6/12/2016,5/1/2001,5521.00
WR,RJT,VG-SUNR,DN,2019-12-14-00.00.00,4:55,52KG,17.88,110,Nov-04,460.96,SEJ,GR,2019-10-30-00.00.00,RR,612,401,22.9,LWR,STRAIGHT,525,12/14/2019,11/1/2004,5521.00
ECOR,KUR,KUR-NWP,DN,2017-01-13-00.00.00,5:00,60KG,37.17,130,Dec-01,422.75,RAIL,GR,2016-11-14-00.00.00,LR,586,273,25,LWR,STRAIGHT,800,1/13/2017,12/1/2001,5522.00
ECR,DHN,GHD-BXLL,DN,2019-04-14-00.00.00,7:30,60KG,22.68,100,Mar-04,348.29,LWR,GR,2019-02-11-00.00.00,LR,130,505,22.9,LWR,STRAIGHT,800,4/14/2019,3/1/2004,5522.00
SCR,BZA,BZA-NDD,DN,2019-12-15-00.00.00,0:30,60KG,42.43,130,Nov-04,505.83,SEJ,GR,2019-12-05-00.00.00,RR,488,220,22.32,LWR,STRAIGHT,800,12/15/2019,11/1/2004,5522.00
CR,PUNE,GPR MRJ,SL,2019-10-16-00.00.00,8:05,52KG,17.74,100,Sep-04,106.17,LWR,GR,2019-10-03-00.00.00,LR,165,522,25,LWR,STRAIGHT,525,10/16/2019,9/1/2004,5523.00
SCR,BZA,SLO-GPT,UP,2021-04-15-00.00.00,1:55,52KG,58.56,130,Mar-06,603.69,SEJ,GR,2021-02-23-00.00.00,RR,743,477,25,LWR,STRAIGHT,525,4/15/2021,3/1/2006,5524.00
SR,TVC,PNQ-ERN,UP,2017-09-15-00.00.00,8:15,52KG,22.77,80,Aug-02,235.22,RAIL,GR,2017-08-12-00.00.00,LR,58,9813,22.32,LWR,CURVE,525,9/15/2017,8/1/2002,5524.00
ECOR,KUR,KUR-NWP,DN,2017-12-18-00.00.00,6:55,60KG,37.17,130,Nov-02,411.7,RAIL,GR,2017-11-02-00.00.00,RR,596,311,25,LWR,STRAIGHT,800,12/18/2017,11/1/2002,5526.00
ER,HWH,KAN-SNT,UP,2019-02-17-00.00.00,21:25,60KG,22.49,110,Jan-04,308.74,SEJ,GR,2018-12-24-00.00.00,LR,43,116,22.32,LWR,STRAIGHT,800,2/17/2019,1/1/2004,5526.00
NR,MB,LRJ-HNC,DN,2019-06-18-00.00.00,7:10,52KG,32.59,110,May-04,362.64,SEJ,GR,2019-06-13-00.00.00,RR,1566,548,22.9,LWR,STRAIGHT,525,6/18/2019,5/1/2004,5526.00
ECR,SEE,SPJ - MFP,UP,2019-02-19-00.00.00,2:45,52KG,22.63,110,Jan-04,318.14,SEJ,GR,2018-12-07-00.00.00,RR,47,507,22.32,SWR,STRAIGHT,525,2/19/2019,1/1/2004,5528.00
NCR,AGRA,RKM-MTJ,UP,2019-04-21-00.00.00,14:45,60KG,41.99,160,Mar-04,784.36,SLEEPER,GR,2019-03-13-00.00.00,LR,1366,25,22.9,SWR,STRAIGHT,800,4/21/2019,3/1/2004,5529.00
NR,MB,BE-MB,UP,2020-11-20-00.00.00,6:35,52KG,34.62,100,Oct-05,445.71,SEJ,GR,2020-11-18-00.00.00,RR,1359,450,22.32,FP/SR,STRAIGHT,525,11/20/2020,10/1/2005,5529.00
CR,CSTM,KYN-MMR,UP,2019-07-23-00.00.00,7:26,60KG,22.67,130,Jun-04,304.3,SEJ,GR,2019-06-24-00.00.00,LR,136,837,22.32,FP/SR,STRAIGHT,800,7/23/2019,6/1/2004,5530.00
ER,HWH,HWH-BLY,UP,2019-04-22-00.00.00,8:20,52KG,29.22,110,Mar-04,349.98,RAIL,GR,2019-04-14-00.00.00,LR,2,719,22.32,FP/SR,STRAIGHT,350,4/22/2019,3/1/2004,5530.00
ECR,DHN,BRKA-GHD,UP,2022-06-22-00.00.00,6:48,60KG,35.85,100,May-07,811.5,LWR,GR,2022-06-04-00.00.00,RR,180,755,22.9,LWR,STRAIGHT,800,6/22/2022,5/1/2007,5531.00
ECR,DHN,BXLL-KRLR,UP,2021-01-22-00.00.00,6:35,52KG,18.8,75,Dec-05,402.19,SEJ,GR,2020-12-12-00.00.00,LR,174,420,22.9,LWR,STRAIGHT,525,1/22/2021,12/1/2005,5531.00
ECR,DNR,ARA-DLN,DN,2021-01-22-00.00.00,6:00,52KG,24.49,130,Dec-05,498.29,POINTS AND CROSSING,GR,2020-12-11-00.00.00,LR,682,997,22.32,LWR,CURVE,525,1/22/2021,12/1/2005,5531.00
NR,DLI,DLI-ROK,UP,2018-09-22-00.00.00,9:25,52KG,34.72,100,Aug-03,489.58,SEJ,GR,2018-07-03-00.00.00,LR,16,707,22.32,LWR,STRAIGHT,525,9/22/2018,8/1/2003,5531.00
CR,NGP,CHJC-MJRI,DN,2019-09-24-00.00.00,9:20,60KG,32.61,130,Aug-04,776.01,SEJ,GR,2019-07-28-00.00.00,RR,805,157,22.9,LWR,STRAIGHT,800,9/24/2019,8/1/2004,5532.00
NR,LKO,BBK-LBH,DN,2017-09-23-00.00.00,5:55,52KG,37.06,100,Aug-02,320.73,RAIL,GR,2017-07-12-00.00.00,RR,1071,871,22.32,LWR,STRAIGHT,525,9/23/2017,8/1/2002,5532.00
NR,MB,HPU-GZB,DN,2015-12-25-00.00.00,8:00,52KG,21.4,110,Nov-00,205.36,RAIL,GR,2015-11-26-00.00.00,RR,114,643,22.32,LWR,STRAIGHT,525,12/25/2015,11/1/2000,5532.00
CR,BSL,MMR-CSN,UP,2018-09-24-00.00.00,23:08,60KG,46.16,130,Aug-03,619.2,SEJ,GR,2018-08-18-00.00.00,RR,327,429,22.32,LWR,STRAIGHT,800,9/24/2018,8/1/2003,5533.00
SWR,SBC,JTJ-SBC,DN,2017-12-25-00.00.00,7:30,52KG,25.94,130,Nov-02,237.28,RAIL,GR,2017-12-15-00.00.00,RR,326,999,22.9,LWR,CURVE,525,12/25/2017,11/1/2002,5533.00
ECOR,KUR,KUR-NWP,DN,2017-01-25-00.00.00,6:45,60KG,37.17,130,Dec-01,422.75,RAIL,GR,2016-11-14-00.00.00,LR,587,497,25,LWR,STRAIGHT,800,1/25/2017,12/1/2001,5534.00
NR,MB,LRJ-HNC,DN,2018-10-26-00.00.00,7:19,52KG,33.09,110,Sep-03,350.6,SEJ,GR,2018-09-07-00.00.00,LR,1557,874,22.9,LWR,STRAIGHT,525,10/26/2018,9/1/2003,5534.00
ECR,DNR,ARA-DLN,DN,2021-01-26-00.00.00,4:28,52KG,24.49,130,Dec-05,498.29,SEJ,GR,2020-12-16-00.00.00,LR,688,695,22.32,LWR,STRAIGHT,525,1/26/2021,12/1/2005,5535.00
SER,KGP,ROP-JKPR,UP,2018-03-29-00.00.00,5:10,60KG,39.32,130,Feb-03,348.96,RAIL,GR,2018-03-17-00.00.00,LR,285,659,25,LWR,CURVE,800,3/29/2018,2/1/2003,5535.00
NR,UMB,DUI JHL,SL,2019-01-28-00.00.00,18:35,52KG,25.08,110,Dec-03,224.31,SEJ,GR,2019-01-11-00.00.00,LR,97,418,22.9,LWR,STRAIGHT,525,1/28/2019,12/1/2003,5537.00
SR,MAS,JTJ - MGSJ,DN,2018-11-28-00.00.00,22:10,52KG,35.38,110,Oct-03,481.36,SEJ,GR,2018-11-17-00.00.00,LR,216,234,22.9,LWR,STRAIGHT,525,11/28/2018,10/1/2003,5537.00
SR,PGT,PGT - SRR A,UP,2022-03-01-00.00.00,20:30,52KG,19.51,110,Jan-07,251.42,SEJ,GR,2022-01-05-00.00.00,LR,562,566,22.32,LWR,CURVE,525,3/1/2022,1/1/2007,5538.00
WR,RJT,RJT-JAM,UP,2017-11-29-00.00.00,5:45,52KG,24.63,110,Oct-02,310.69,RAIL,GR,2017-09-20-00.00.00,RR,776,817,22.32,LWR,STRAIGHT,525,11/29/2017,10/1/2002,5538.00
ECOR,KUR,ROP-JKPR,DN,2021-04-30-00.00.00,9:45,60KG,54.03,130,Mar-06,592.81,SEJ,GR,2021-03-23-00.00.00,RR,343,969,25,LWR,STRAIGHT,800,4/30/2021,3/1/2006,5539.00
ECR,DNR,ARA-DLN,DN,2020-01-31-00.00.00,6:10,52KG,15.22,130,Dec-04,486.93,SEJ,GR,2019-11-06-00.00.00,LR,666,779,22.32,LWR,STRAIGHT,525,1/31/2020,12/1/2004,5539.00
ECOR,WAT,KTV-SCMN,UP,2018-01-01-00.00.00,10:45,60KG,65.9,130,Nov-02,870.27,RAIL,GR,2017-11-18-00.00.00,RR,867,736,25,LWR,CURVE,800,1/1/2018,11/1/2002,5540.00
ER,ASN,STN-MDP,DN,2023-01-31-00.00.00,7:18,52KG,19.939,130,Dec-07,281.02,SEJ,GR,2022-11-26-00.00.00,LR,235,98,22.32,LWR,STRAIGHT,525,1/31/2023,12/1/2007,5540.00
NR,MB,LRJ-HNC,DN,2019-07-02-00.00.00,8:22,52KG,32.59,110,May-04,365.3,SEJ,GR,2019-06-13-00.00.00,RR,1566,257,22.9,LWR,STRAIGHT,525,7/2/2019,5/1/2004,5540.00
ECOR,KUR,KUR-NWP,DN,2017-12-03-00.00.00,6:15,60KG,36.48,130,Oct-02,413.03,RAIL,GR,2017-11-13-00.00.00,RR,604,245,25,LWR,STRAIGHT,800,12/3/2017,10/1/2002,5542.00
NR,MB,MB-GJL,UP,2019-07-04-00.00.00,7:05,52KG,21.84,110,May-04,243.83,SEJ,OBS Joggled Plate,2019-05-20-00.00.00,LR,12,149,22.32,LWR,STRAIGHT,525,7/4/2019,5/1/2004,5542.00
ECOR,WAT,NWP-VZM,DN,2015-06-05-00.00.00,11:40,60KG,37.21,130,Apr-00,387.925,RAIL,GR,2015-05-28-00.00.00,RR,815,553,25,LWR,CURVE,800,6/5/2015,4/1/2000,5543.00
ECR,SEE,MNE-KGG,DN,2021-03-06-00.00.00,5:10,52KG,34.08,110,Jan-06,412.92,SEJ,GR,2020-11-09-00.00.00,LR,123,280,22.32,SWR,STRAIGHT,525,3/6/2021,1/1/2006,5543.00
NR,MB,BE-MB,UP,2018-01-04-00.00.00,4:50,52KG,35.16,100,Nov-02,394.22,RAIL,GR,2017-11-21-00.00.00,RR,1333,112,22.32,SWR,CURVE,525,1/4/2018,11/1/2002,5543.00
CR,CSTM,KYN - KJT,UP,2017-02-04-00.00.00,3:55,60KG,40.95,110,Dec-01,130,RAIL,GR,2017-01-23-00.00.00,RR,59,379,22.32,SWR,STRAIGHT,800,2/4/2017,12/1/2001,5544.00
ECOR,KUR,KUR-NWP,UP,2020-02-05-00.00.00,0:20,60KG,38.93,130,Dec-04,575.4,SEJ,GR,2020-01-01-00.00.00,RR,472,929,25,LWR,STRAIGHT,800,2/5/2020,12/1/2004,5544.00
ECR,DNR,KEU-BKP,UP,2019-03-07-00.00.00,8:43,60KG,27,130,Jan-04,486.14,SEJ,GR,2019-01-11-00.00.00,RR,457,53,22.32,LWR,CURVE,800,3/7/2019,1/1/2004,5544.00
CR,BSL,MMR-CSN,UP,2019-07-07-00.00.00,4:40,60KG,46.39,130,May-04,600.26,SEJ,GR,2019-06-08-00.00.00,RR,276,599,22.32,LWR,STRAIGHT,800,7/7/2019,5/1/2004,5545.00
ECR,DNR,ARA-DLN,UP,2017-12-06-00.00.00,8:40,52KG,25.33,130,Oct-02,513.57,RAIL,GR,2017-11-11-00.00.00,LR,644,502,22.32,LWR,STRAIGHT,525,12/6/2017,10/1/2002,5545.00
NR,MB,MB-GJL,UP,2019-06-07-00.00.00,5:30,52KG,21.84,110,Apr-04,242.89,SEJ,GR,2019-05-02-00.00.00,LR,6,1012,22.32,LWR,STRAIGHT,525,6/7/2019,4/1/2004,5545.00
ECR,DNR,ARA-DLN,DN,2020-02-07-00.00.00,5:33,60KG,15.65,130,Dec-04,475.41,SEJ,GR,2019-12-27-00.00.00,RR,611,747,22.32,LWR,STRAIGHT,800,2/7/2020,12/1/2004,5546.00
ER,MLDT,AZ-NFK,DN,2018-12-07-00.00.00,5:00,52KG,7.48,90,Oct-03,183.98,SEJ,GR,2018-09-04-00.00.00,RR,209,712,22.32,LWR,STRAIGHT,525,12/7/2018,10/1/2003,5546.00
NR,FZR,PHR-PGW,UP,2022-12-07-00.00.00,8:35,60KG,45.29,110,Oct-07,588.48,SEJ,GR,2022-11-06-00.00.00,LR,395,625,22.32,LWR,STRAIGHT,800,12/7/2022,10/1/2007,5546.00
NR,LKO,BBK-LBH,DN,2019-07-08-00.00.00,6:15,52KG,28.15,100,May-04,301.64,SEJ,GR,2019-06-18-00.00.00,RR,1084,474,22.32,LWR,CURVE,525,7/8/2019,5/1/2004,5546.00
NR,LKO,PFM-UCR,SL,2021-07-08-00.00.00,7:33,52KG,23.68,110,May-06,317.36,RAIL,GR,2021-07-02-00.00.00,RR,28,390,22.32,SWR,STRAIGHT,525,7/8/2021,5/1/2006,5547.00
NWR,JU,SMR-BLDI,SL,2024-09-07-00.00.00,7:25,52KG,25.536,100,Jul-09,422,SEJ,GR,2024-07-17-00.00.00,LR,181,918,22.9,LWR,CURVE,525,9/7/2024,7/1/2009,5547.00
ECOR,KUR,KUR-NWP,UP,2017-02-08-00.00.00,17:00,60KG,44.51,130,Dec-01,530.08,RAIL,GR,2017-01-28-00.00.00,LR,587,28,25,LWR,STRAIGHT,800,2/8/2017,12/1/2001,5548.00
NR,MB,MB-GJL,UP,2019-05-11-00.00.00,7:20,52KG,21.84,110,Mar-04,241.8,SEJ,GR,2019-02-15-00.00.00,LR,27,643,22.32,LWR,STRAIGHT,525,5/11/2019,3/1/2004,5549.00
WR,BCT,BSR-BIM,DN,2017-11-11-00.00.00,17:30,60KG,38.5,130,Sep-02,592.6,RAIL,GR,2017-10-28-00.00.00,RR,182,766,22.9,LWR,STRAIGHT,800,11/11/2017,9/1/2002,5550.00
NR,DLI,DLI-ROK,DN,2018-10-12-00.00.00,7:30,52KG,23.74,100,Aug-03,244.29,SEJ,GR,2018-08-07-00.00.00,LR,4,365,22.32,LWR,STRAIGHT,525,10/12/2018,8/1/2003,5551.00
CR,BSL,KYN-MMR,DN,2019-12-14-00.00.00,7:10,60KG,24.32,130,Oct-04,433.14,SEJ,GR,2019-10-01-00.00.00,LR,223,483,22.32,LWR,STRAIGHT,800,12/14/2019,10/1/2004,5552.00
ECOR,KUR,KUR-NWP,DN,2018-12-13-00.00.00,10:35,60KG,41.67,130,Oct-03,450.15,SEJ,GR,2018-09-27-00.00.00,LR,561,14,25,LWR,CURVE,800,12/13/2018,10/1/2003,5552.00
ECOR,KUR,KUR-NWP,UP,2020-02-13-00.00.00,1:45,60KG,38.93,130,Dec-04,575.4,SEJ,GR,2020-01-04-00.00.00,LR,465,350,25,LWR,STRAIGHT,800,2/13/2020,12/1/2004,5552.00
ECOR,KUR,KUR-NWP,UP,2020-02-13-00.00.00,21:35,60KG,38.93,130,Dec-04,575.4,SEJ,GR,2019-12-31-00.00.00,RR,473,904,25,SWR,STRAIGHT,800,2/13/2020,12/1/2004,5552.00
ECOR,KUR,KUR-NWP,UP,2018-02-12-00.00.00,0:39,60KG,45.62,130,Dec-02,533.3,RAIL,GR,2018-01-29-00.00.00,RR,611,486,25,LWR,CURVE,800,2/12/2018,12/1/2002,5552.00
ECR,DNR,DLN-DDU,UP,2022-01-14-00.00.00,10:26,52KG,21.17,130,Nov-06,381.63,SEJ,GR,2021-11-08-00.00.00,LR,744,615,22.32,LWR,STRAIGHT,525,1/14/2022,11/1/2006,5553.00
ECR,DNR,PNBE-ARA,UP,2022-04-16-00.00.00,6:35,52KG,24.67,130,Feb-07,489.76,SEJ,GR,2022-03-16-00.00.00,RR,554,780,22.32,LWR,STRAIGHT,525,4/16/2022,2/1/2007,5553.00
ECOR,KUR,KUR-NWP,DN,2018-12-15-00.00.00,6:30,60KG,41.67,130,Oct-03,450.15,SEJ,GR,2018-09-27-00.00.00,RR,560,823,25,LWR,CURVE,800,12/15/2018,10/1/2003,5554.00
ECOR,WAT,NWP-VZM,DN,2015-06-16-00.00.00,16:30,60KG,37.21,130,Apr-00,387.93,RAIL,GR,2015-05-29-00.00.00,LR,817,167,25,LWR,STRAIGHT,800,6/16/2015,4/1/2000,5554.00
ECR,SEE,BJU HJP,UP,2025-02-15-00.00.00,2:34,60KG,47.965,110,Dec-09,505,SEJ,GR,2025-01-16-00.00.00,RR,187,423,22.32,SWR,STRAIGHT,800,2/15/2025,12/1/2009,5555.00
NR,DLI,GHH-RE,DN,2021-04-18-00.00.00,8:45,52KG,27.91,110,Feb-06,329.9,SEJ,GR,2021-02-11-00.00.00,LR,64,599,22.9,LWR,STRAIGHT,525,4/18/2021,2/1/2006,5555.00
NR,MB,AMG-BLM,UP,2020-08-16-00.00.00,7:30,52KG,40.27,110,Jun-05,468.82,SEJ,GR,2020-07-01-00.00.00,RR,1132,44,22.32,LWR,STRAIGHT,525,8/16/2020,6/1/2005,5555.00
ECR,DNR,ARA-DLN,DN,2020-02-18-00.00.00,5:20,52KG,15.22,130,Dec-04,494.91,SEJ,GR,2020-02-01-00.00.00,LR,663,947,22.32,LWR,STRAIGHT,525,2/18/2020,12/1/2004,5557.00
NR,MB,BE-MB,UP,2020-12-18-00.00.00,4:40,52KG,34.62,100,Oct-05,448.64,SEJ,GR,2020-11-18-00.00.00,RR,1359,484,22.32,FP/SR,STRAIGHT,525,12/18/2020,10/1/2005,5557.00
NWR,AII,BEC MVJ,SL,2020-12-18-00.00.00,5:25,52KG,11,110,Oct-05,109.16,SEJ,GR,2020-10-30-00.00.00,LR,13,748,Up to 20.32,LWR,STRAIGHT,525,12/18/2020,10/1/2005,5557.00
ECOR,KUR,KUR-NWP,UP,2016-05-19-00.00.00,10:30,60KG,44.14,130,Mar-01,508.34,RAIL,GR,2016-04-25-00.00.00,RR,599,189,25,LWR,STRAIGHT,800,5/19/2016,3/1/2001,5558.00
ECR,DHN,KRLR-KATNI,UP,2021-02-19-00.00.00,9:50,52KG,18.8,75,Dec-05,475.33,SEJ,GR,2021-02-10-00.00.00,LR,188,24,22.9,LWR,STRAIGHT,525,2/19/2021,12/1/2005,5559.00
SECR,R,BSP-R,MID,2018-06-21-00.00.00,5:30,60KG,32.09,130,Apr-03,352.92,SEJ,GR,2018-05-12-00.00.00,LR,724,434,22.9,SWR,STRAIGHT,800,6/21/2018,4/1/2003,5560.00
NR,UMB,UMB-RPJ,UP,2017-01-23-00.00.00,23:20,60KG,82.2,130,Nov-01,1138.65,RAIL,GR,2016-12-09-00.00.00,RR,278,605,22.9,FP/SR,STRAIGHT,800,1/23/2017,11/1/2001,5562.00
ECOR,WAT,NWP-VZM,DN,2017-10-24-00.00.00,7:50,60KG,39.5,130,Aug-02,438.66,RAIL,GR,2017-08-28-00.00.00,LR,748,370,25,LWR,STRAIGHT,800,10/24/2017,8/1/2002,5563.00
SR,MAS,PRWS-AJJ,DN,2019-08-25-00.00.00,1:35,60KG,29.78,130,Jun-04,582.54,SEJ,GR,2019-06-22-00.00.00,RR,35,833,22.9,LWR,STRAIGHT,800,8/25/2019,6/1/2004,5563.00
NCR,PRYJ,ETW-SKB,UP,2019-10-26-00.00.00,6:50,60KG,65.44,130,Aug-04,1085.55,SEJ,GR,2019-10-22-00.00.00,LR,1192,414,22.32,SWR,STRAIGHT,800,10/26/2019,8/1/2004,5564.00
SECR,BSP,CPH-BSP,MID,2021-02-24-00.00.00,8:50,60KG,36.94,130,Dec-05,451.58,SLEEPER,GR,2021-01-20-00.00.00,LR,666,426,22.32,LWR,CURVE,800,2/24/2021,12/1/2005,5564.00
ECR,SEE,KGG-BJU,UP,2022-10-26-00.00.00,1:30,52KG,29.03,110,Aug-07,379.53,SEJ,GR,2022-06-22-00.00.00,LR,175,944,22.32,LWR,STRAIGHT,525,10/26/2022,8/1/2007,5565.00
CR,BSL,PC-JL,DN,2023-10-28-00.00.00,7:50,60KG,41.229,130,Aug-08,556.83,SEJ,GR,2023-09-18-00.00.00,RR,382,387,22.32,LWR,CURVE,800,10/28/2023,8/1/2008,5566.00
ECOR,KUR,KUR-NWP,DN,2018-11-28-00.00.00,7:00,60KG,41.67,130,Sep-03,448.39,SEJ,GR,2018-09-26-00.00.00,RR,556,20,25,LWR,STRAIGHT,800,11/28/2018,9/1/2003,5567.00
ECOR,WAT,NWP-VZM,UP,2020-08-28-00.00.00,20:35,60KG,39.02,130,Jun-05,626.95,SEJ,GR,2020-08-10-00.00.00,RR,818,227,25,LWR,STRAIGHT,800,8/28/2020,6/1/2005,5567.00
ECR,DNR,JSME-KIUL,UP,2018-12-28-00.00.00,12:40,52KG,35.03,130,Oct-03,455.61,SEJ,GR,2018-12-01-00.00.00,RR,386,49,22.32,LWR,STRAIGHT,525,12/28/2018,10/1/2003,5567.00
ECOR,WAT,KRPU-KRDL,DN,2015-06-30-00.00.00,6:00,60KG,21.81,75,Apr-00,836.04,RAIL,GR,2015-04-01-00.00.00,RR,328,239,25,LWR,STRAIGHT,800,6/30/2015,4/1/2000,5568.00
NR,MB,MB-GJL,UP,2019-01-29-00.00.00,7:10,52KG,21.84,110,Nov-03,233.59,SEJ,GR,2018-10-07-00.00.00,RR,15,304,22.32,LWR,CURVE,525,1/29/2019,11/1/2003,5568.00
WCR,BPL,ET BPL,UP,2020-10-29-00.00.00,7:25,60KG,42.14,130,Aug-05,629.43,SEJ,GR,2020-10-13-00.00.00,RR,795,799,22.32,LWR,CURVE,800,10/29/2020,8/1/2005,5568.00
ECOR,KUR,ROP-JKPR,DN,2017-10-30-00.00.00,4:10,60KG,53.83,130,Aug-02,485.05,RAIL,GR,2017-09-12-00.00.00,RR,302,383,25,LWR,STRAIGHT,800,10/30/2017,8/1/2002,5569.00
ECR,DHN,KRLR-KATNI,UP,2021-03-02-00.00.00,6:05,52KG,18.8,75,Dec-05,479,POINTS AND CROSSING,GR,2021-02-09-00.00.00,RR,186,475,22.9,LWR,STRAIGHT,525,3/2/2021,12/1/2005,5570.00
NER,LJN,BUW DAL,DN,2019-03-02-00.00.00,0:25,52KG,30.24,110,Dec-03,170.81,SEJ,GR,2018-09-07-00.00.00,LR,771,177,22.32,FP/SR,STRAIGHT,525,3/2/2019,12/1/2003,5570.00
ECR,DHN,KRLR-KATNI,UP,2021-03-04-00.00.00,6:08,52KG,18.8,75,Dec-05,479,SEJ,GR,2021-02-09-00.00.00,RR,185,490,22.9,LWR,CURVE,525,3/4/2021,12/1/2005,5572.00
NR,MB,BE-MB,UP,2021-01-02-00.00.00,11:55,52KG,57.6,100,Oct-05,451.57,SEJ,GR,2020-11-18-00.00.00,RR,1359,453,22.32,FP/SR,STRAIGHT,525,1/2/2021,10/1/2005,5572.00
SECR,NAG,G-TMR,UP,2017-07-04-00.00.00,10:05,60KG,73.99,130,Apr-02,843.6,RAIL,GR,2017-05-27-00.00.00,RR,1013,355,22.32,LWR,STRAIGHT,800,7/4/2017,4/1/2002,5573.00
NR,DLI,GHH-RE,DN,2021-05-07-00.00.00,8:20,52KG,27.91,110,Feb-06,332.22,SEJ,GR,2021-02-11-00.00.00,LR,64,640,22.9,LWR,STRAIGHT,525,5/7/2021,2/1/2006,5574.00
ECOR,WAT,KTV-SCMN,UP,2018-02-05-00.00.00,4:15,60KG,65.9,130,Nov-02,880.71,RAIL,GR,2018-01-01-00.00.00,RR,869,45,25,LWR,STRAIGHT,800,2/5/2018,11/1/2002,5575.00
NR,MB,BE-MB,DN,2015-08-06-00.00.00,5:05,52KG,25.94,100,May-00,356.02,RAIL,GR,2015-05-16-00.00.00,LR,1397,173,22.32,LWR,CURVE,525,8/6/2015,5/1/2000,5575.00
NCR,JHS,MBA KURJ,SL,2023-05-09-00.00.00,12:15,52KG,12.84,100,Feb-08,80.37,SEJ,GR,2023-04-16-00.00.00,RR,1271,804,22.32,LWR,STRAIGHT,525,5/9/2023,2/1/2008,5576.00
SECR,BSP,DTL-ABK,SL,2019-03-08-00.00.00,14:05,60KG,33.73,95,Dec-03,340.12,SEJ,GR,2018-12-25-00.00.00,LR,997,948,22.32,LWR,STRAIGHT,800,3/8/2019,12/1/2003,5576.00
CR,SUR,HG-WD,DN,2016-01-09-00.00.00,6:00,52KG,47.97,130,Oct-00,550.71,RAIL,GR,2016-01-05-00.00.00,RR,553,224,22.9,LWR,STRAIGHT,525,1/9/2016,10/1/2000,5578.00
CR,SUR,HG-WD,DN,2016-01-09-00.00.00,6:00,52KG,47.97,130,Oct-00,550.71,RAIL,GR,2016-01-05-00.00.00,RR,553,224,22.9,LWR,STRAIGHT,525,1/9/2016,10/1/2000,5578.00
