RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,USFDTESTDATE,LRRR,KM,METER,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,SERVICE_LIFE,FRACTURE_DATE,LAYINGDATE,DURATION
ECOR,SBP,R-TIG,UP,2016-12-22-00.00.00,5:15,52KG,,110,Apr-14,499.42,RAIL,GR,2016-10-20-00.00.00,RR,174,528,22.9,LWR,STRAIGHT,525,12/22/2016,4/1/2014,996.00
ECR,DNR,ARA-DLN,UP,2019-10-25-00.00.00,23:05,60KG,23.06,130,Feb-17,73.26,SEJ,GR,2019-08-17-00.00.00,RR,613,468,22.32,LWR,STRAIGHT,800,10/25/2019,2/1/2017,996.00
NR,FZR,LDH-PHR,UP,2021-04-25-00.00.00,11:30,60KG,53.55,110,Aug-18,116.22,LWR,GR,2021-04-21-00.00.00,RR,384,85,22.32,LWR,STRAIGHT,800,4/25/2021,8/1/2018,998.00
SCR,SC,BN-KZJ,UP,2019-02-24-00.00.00,11:00,60KG,27.03,130,Jun-16,141.68,LWR,GR,2019-02-21-00.00.00,RR,323,170,22.32,LWR,STRAIGHT,800,2/24/2019,6/1/2016,998.00
SECR,NAG,DUG-G,UP,2023-08-29-00.00.00,8:50,60KG,85.451,130,Dec-20,306.66,RAIL,GR,2023-07-17-00.00.00,LR,951,477,22.32,FP/SR,STRAIGHT,800,8/29/2023,12/1/2020,1001.00
SECR,BSP,BSP-APR,UP,2022-12-29-00.00.00,9:30,60KG,47.4,100,Apr-20,130.23,SEJ,GR,2022-12-16-00.00.00,LR,787,821,22.32,LWR,CURVE,800,12/29/2022,4/1/2020,1002.00
CR,PUNE,GPR MRJ,UP,2025-06-30-00.00.00,8:35,60KG,9.17,100,Oct-22,24,CURVE,GR,2024-12-31-00.00.00,RR,258,251,25,LWR,STRAIGHT,800,6/30/2025,10/1/2022,1003.00
ECOR,WAT,NWP-VZM,DN,2018-12-30-00.00.00,1:40,60KG,46.51,130,Apr-16,536.75,SEJ,GR,2018-11-20-00.00.00,LR,805,526,25,LWR,STRAIGHT,800,12/30/2018,4/1/2016,1003.00
WCR,JBP,NKJ-CPU,SL,2017-08-01-00.00.00,9:45,52KG,32.67,100,Nov-14,77.86,RAIL,GR,2017-07-15-00.00.00,LR,1208,765,22.9,SWR,STRAIGHT,525,8/1/2017,11/1/2014,1004.00
ECR,DDU,DDU-CAR,UP,2019-01-01-00.00.00,7:30,60KG,47.11,130,Apr-16,165.62,SEJ,GR,2018-12-06-00.00.00,LR,674,7657,22.32,LWR,STRAIGHT,800,1/1/2019,4/1/2016,1005.00
SECR,NAG,KNHN-KAV,IIIrd Line,2025-01-30-00.00.00,6:00,60KG,9.105,130,May-22,52,CURVE,GR,2025-01-18-00.00.00,LR,1116,891,22.32,LWR,CURVE,800,1/30/2025,5/1/2022,1005.00
SECR,R,BSP-R,DN,2019-01-31-00.00.00,6:00,60KG,52.82,130,May-16,136.41,SEJ,GR,2018-08-29-00.00.00,LR,809,336,22.9,LWR,STRAIGHT,800,1/31/2019,5/1/2016,1005.00
NR,LKO,DDU-BSB,UP,2024-09-03-00.00.00,10:15,60KG,57.121,100,Dec-21,213,CURVE,GR,2024-08-22-00.00.00,RR,761,840,22.32,LWR,STRAIGHT,800,9/3/2024,12/1/2021,1007.00
SR,SA,JTJ - MGSJ,DN,2024-07-05-00.00.00,8:05,60KG,37.88,110,Oct-21,90,CURVE,GR,2024-05-30-00.00.00,LR,325,670,22.9,LWR,CURVE,800,7/5/2024,10/1/2021,1008.00
NCR,PRYJ,SKB-TDL,UP,2018-12-05-00.00.00,6:30,60KG,79.44,130,Mar-16,146.07,POINTS AND CROSSING,GR,2018-11-23-00.00.00,RR,1239,261,22.32,LWR,STRAIGHT,800,12/5/2018,3/1/2016,1009.00
SECR,BSP,CPH-BSP,UP,2021-08-07-00.00.00,15:40,60KG,85.75,130,Nov-18,233.52,LWR,GR,2021-07-20-00.00.00,LR,700,886,22.32,SWR,STRAIGHT,800,8/7/2021,11/1/2018,1010.00
SECR,BSP,JSG-CPH,UP,2021-11-07-00.00.00,5:10,60KG,68.42,130,Feb-19,210.93,LWR,GR,2021-10-24-00.00.00,LR,547,604,25,FP/SR,STRAIGHT,800,11/7/2021,2/1/2019,1010.00
NWR,AII,MJ PNU,DN,2018-12-07-00.00.00,5:30,60KG,25.59,130,Mar-16,43.72,LWR,GR,2018-08-19-00.00.00,LR,539,595,22.9,LWR,STRAIGHT,800,12/7/2018,3/1/2016,1011.00
SER,ADRA,ANR PRR,DN,2021-02-06-00.00.00,8:50,60KG,70.26,110,May-18,163.97,SEJ,GR,2020-12-18-00.00.00,RR,315,997,25,SWR,STRAIGHT,800,2/6/2021,5/1/2018,1012.00
CR,CSTM,DW -KLMG,DN,2025-05-12-00.00.00,18:55,60KG,12.45,110,Aug-22,58,SEJ,GR,2025-04-20-00.00.00,RR,44,142,22.32,LWR,STRAIGHT,800,5/12/2025,8/1/2022,1015.00
SECR,R,BSP-R,MID,2021-02-09-00.00.00,15:00,60KG,31.54,130,May-18,215.39,RAIL,GR,2020-04-18-00.00.00,LR,824,577,22.9,LWR,STRAIGHT,800,2/9/2021,5/1/2018,1015.00
NR,MB,BLM-RAC,UP,2025-08-13-00.00.00,7:00,60KG,36.156,110,Nov-22,119,SEJ,GR,2025-06-28-00.00.00,LR,1214,149,22.32,SWR,STRAIGHT,800,8/13/2025,11/1/2022,1016.00
SECR,NAG,G-TMR,DN,2019-10-14-00.00.00,8:25,60KG,47.12,130,Jan-17,126.65,LWR,GR,2019-09-14-00.00.00,LR,1040,12,22.32,LWR,CURVE,800,10/14/2019,1/1/2017,1016.00
SECR,BSP,APR-NKJ,UP,2019-11-15-00.00.00,2:50,60KG,70.39,100,Feb-17,193.61,SEJ,GR,2019-09-21-00.00.00,LR,908,127,22.9,LWR,CURVE,800,11/15/2019,2/1/2017,1017.00
SECR,BSP,JSG-CPH,IVth Line,2022-08-17-00.00.00,3:05,60KG,7.9,130,Nov-19,47,SEJ,GR,2021-08-12-00.00.00,LR,534,423,25,FP/SR,STRAIGHT,800,8/17/2022,11/1/2019,1020.00
NWR,JU,LN-SMR,SL,2022-01-17-00.00.00,6:20,52KG,43.7,110,Apr-19,111.36,LWR,GR,2021-12-25-00.00.00,RR,682,905,22.32,SWR,STRAIGHT,525,1/17/2022,4/1/2019,1022.00
ER,ASN,ULT-PKA,UP,2025-02-17-00.00.00,4:15,60KG,34.306,130,May-22,513,SEJ,GR,2025-02-06-00.00.00,RR,248,427,22.9,LWR,STRAIGHT,800,2/17/2025,5/1/2022,1023.00
SCR,SC,MAGH-PDPL,UP,2017-11-20-00.00.00,9:20,60KG,18.93,130,Feb-15,119.67,RAIL,GR,2017-09-23-00.00.00,RR,160,513,22.32,SWR,CURVE,800,11/20/2017,2/1/2015,1023.00
NFR,KIR,AUB-BOE,UP,2020-02-20-00.00.00,7:05,60KG,36.12,110,May-17,89.05,LWR,GR,2019-12-30-00.00.00,RR,131,913,22.9,LWR,STRAIGHT,800,2/20/2020,5/1/2017,1025.00
ECOR,WAT,NWP-VZM,UP,2015-03-24-00.00.00,8:50,52KG,37.98,130,Jun-12,132.76,RAIL,GR,2015-02-07-00.00.00,LR,817,589,25,SWR,CURVE,525,3/24/2015,6/1/2012,1026.00
WR,RJT,VG-SUNR,DN,2017-09-25-00.00.00,9:10,52KG,18.48,110,Dec-14,55.46,RAIL,GR,2017-08-24-00.00.00,RR,586,490,22.9,SWR,CURVE,525,9/25/2017,12/1/2014,1029.00
SCR,BZA,NDD-SLO,DN,2024-02-25-00.00.00,21:20,52KG,17.707,130,May-21,590,SEJ,OBS Joggled Plate,2024-02-01-00.00.00,LR,577,478,22.32,LWR,CURVE,525,2/25/2024,5/1/2021,1030.00
SCR,SC,MAGH-PDPL,UD line,2017-05-27-00.00.00,6:20,60KG,37.24,130,Aug-14,126.71,RAIL,GR,2017-04-27-00.00.00,RR,150,186,22.32,LWR,STRAIGHT,800,5/27/2017,8/1/2014,1030.00
ECR,DDU,MPO-GYA,UP,2020-09-27-00.00.00,8:07,60KG,48.05,130,Dec-17,179.65,SEJ,GR,2020-09-02-00.00.00,RR,468,524,22.32,SWR,CURVE,800,9/27/2020,12/1/2017,1031.00
NWR,JP,FL AII,DN,2020-11-28-00.00.00,0:10,52KG,32.43,130,Feb-18,104.65,LWR,GR,2020-11-20-00.00.00,RR,274,875,22.9,LWR,STRAIGHT,525,11/28/2020,2/1/2018,1031.00
NWR,JP,FL AII,DN,2020-11-30-00.00.00,23:25,52KG,32.43,130,Feb-18,107.68,LWR,GR,2020-11-20-00.00.00,LR,275,999,22.9,SWR,STRAIGHT,525,11/30/2020,2/1/2018,1033.00
ECOR,KUR,KUR-NWP,UP,2022-12-30-00.00.00,11:57,60KG,36.84,130,Mar-20,110.89,POINTS AND CROSSING,GR,2022-08-10-00.00.00,LR,654,4065,25,LWR,STRAIGHT,800,12/30/2022,3/1/2020,1034.00
SECR,NAG,G-TMR,UP,2021-01-29-00.00.00,6:30,60KG,74.01,130,Apr-18,591.27,SEJ,GR,2021-01-07-00.00.00,LR,1026,101,22.32,LWR,STRAIGHT,800,1/29/2021,4/1/2018,1034.00
NR,DLI,GHH-RE,UP,2020-12-03-00.00.00,1:00,52KG,22.28,110,Feb-18,64.24,RAIL,GR,2020-10-10-00.00.00,RR,72,327,22.9,LWR,STRAIGHT,525,12/3/2020,2/1/2018,1036.00
SECR,BSP,APR-NKJ,UP,2021-03-02-00.00.00,8:45,60KG,67.26,100,May-18,204.76,LWR,GR,2021-02-19-00.00.00,LR,896,755,22.9,SWR,STRAIGHT,800,3/2/2021,5/1/2018,1036.00
SECR,BSP,DTL-ABK,SL,2024-12-05-00.00.00,22:14,60KG,33.817,95,Feb-22,154,CURVE,GR,2024-10-09-00.00.00,LR,999,642,22.32,LWR,STRAIGHT,800,12/5/2024,2/1/2022,1038.00
WCR,BPL,BINA-GUNA,UP,2025-01-02-00.00.00,6:10,60KG,17.881,110,Mar-22,53,SEJ,GR,2024-02-06-00.00.00,LR,999,857,22.32,LWR,STRAIGHT,800,1/2/2025,3/1/2022,1038.00
ECOR,WAT,NWP-VZM,DN,2019-02-06-00.00.00,3:00,60KG,45.48,130,Apr-16,558.74,SEJ,GR,2018-11-09-00.00.00,LR,800,834,25,LWR,STRAIGHT,800,2/6/2019,4/1/2016,1041.00
NCR,JHS,KID OHAN,SL,2018-12-08-00.00.00,4:32,52KG,23,100,Feb-16,444.15,SEJ,GR,2018-10-29-00.00.00,RR,1323,977,22.32,LWR,STRAIGHT,525,12/8/2018,2/1/2016,1041.00
NFR,KIR,KDPR-EKI,UP,2021-04-07-00.00.00,7:20,52KG,41.47,110,Jun-18,104.2,LWR,GR,2021-03-07-00.00.00,LR,200,304,22.9,LWR,STRAIGHT,525,4/7/2021,6/1/2018,1041.00
CR,PUNE,ANG PB,SL,2022-09-08-00.00.00,7:45,60KG,24,110,Nov-19,62.84,LWR,GR,2022-06-13-00.00.00,LR,378,668,25,SWR,STRAIGHT,800,9/8/2022,11/1/2019,1042.00
NR,MB,RAC-BE,DN,2018-10-08-00.00.00,5:40,52KG,41.08,100,Dec-15,111.57,SEJ,GR,2018-09-16-00.00.00,LR,1265,237,22.32,LWR,STRAIGHT,525,10/8/2018,12/1/2015,1042.00
WCR,BPL,BPL BINA,UP,2019-02-10-00.00.00,9:25,60KG,48.07,130,Apr-16,129.34,SEJ,GR,2019-01-14-00.00.00,RR,965,5825,22.32,LWR,STRAIGHT,800,2/10/2019,4/1/2016,1045.00
CR,CSTM,CLA-VSH,DN Harbour Line,2017-09-12-00.00.00,7:30,60KG,34.54,80,Nov-14,63.44,RAIL,GR,2017-04-24-00.00.00,LR,20,6582,22.32,LWR,STRAIGHT,800,9/12/2017,11/1/2014,1046.00
NER,LJN,GKP MUR,DN,2018-11-12-00.00.00,8:20,52KG,45.46,110,Jan-16,115.93,LWR,GR,2018-09-21-00.00.00,LR,561,519,22.9,LWR,STRAIGHT,525,11/12/2018,1/1/2016,1046.00
SWR,SBC,SBC-MYS,DN,2017-02-10-00.00.00,8:05,52KG,8.9,110,Apr-14,24.64,RAIL,GR,2017-01-13-00.00.00,LR,56,442,22.9,LWR,STRAIGHT,525,2/10/2017,4/1/2014,1046.00
WR,BCT,BSR-BIM,UP,2018-04-12-00.00.00,8:15,60KG,48.76,130,Jun-15,127.39,RAIL,GR,2018-03-06-00.00.00,LR,207,446,22.9,SWR,STRAIGHT,800,4/12/2018,6/1/2015,1046.00
SECR,BSP,APR-NKJ,UP,2021-03-15-00.00.00,5:45,60KG,67.26,100,May-18,204.76,LWR,GR,2021-02-18-00.00.00,LR,976,79,22.9,LWR,CURVE,800,3/15/2021,5/1/2018,1049.00
SR,TVC,PNQ-ERN,DN,2018-01-15-00.00.00,7:15,52KG,22.5,80,Mar-15,147.11,RAIL,GR,2017-12-13-00.00.00,LR,88,640,22.32,LWR,STRAIGHT,525,1/15/2018,3/1/2015,1051.00
NR,LKO,ON CNB,UP,2019-12-21-00.00.00,2:00,52KG,53.66,110,Feb-17,144.77,LWR,GR,2019-11-20-00.00.00,LR,65,519,22.32,LWR,STRAIGHT,525,12/21/2019,2/1/2017,1053.00
WCR,BPL,BPL BINA,UP,2018-08-19-00.00.00,9:35,60KG,38.43,130,Oct-15,130.95,LWR,GR,2018-01-13-00.00.00,RR,895,272,22.32,FP/SR,STRAIGHT,800,8/19/2018,10/1/2015,1053.00
CR,SUR,KWV-HG,UP,2019-12-22-00.00.00,2:55,60KG,16,130,Feb-17,68.05,LWR,GR,2019-06-21-00.00.00,RR,405,451,22.9,LWR,CURVE,800,12/22/2019,2/1/2017,1054.00
SER,CKP,RKSN-PDPH,DN,2018-09-21-00.00.00,8:40,60KG,78.51,90,Nov-15,232.92,SEJ,GR,2018-09-12-00.00.00,RR,370,940,25,LWR,CURVE,800,9/21/2018,11/1/2015,1055.00
CR,CSTM,KYN-MMR,UP,2020-10-22-00.00.00,12:10,60KG,20.48,130,Dec-17,261.42,SEJ,GR,2020-07-29-00.00.00,LR,130,586,22.32,LWR,CURVE,800,10/22/2020,12/1/2017,1056.00
WCR,BPL,GUNA-GWL,SL,2017-11-23-00.00.00,0:20,52KG,6.19,100,Jan-15,65.4,RAIL,GR,2017-03-27-00.00.00,RR,1122,760,22.32,LWR,STRAIGHT,525,11/23/2017,1/1/2015,1057.00
WCR,KOTA,NAD-KTT,DN,2019-05-25-00.00.00,10:55,60KG,42.85,130,Jul-16,119.24,LWR,GR,2019-05-04-00.00.00,LR,788,374,22.9,LWR,STRAIGHT,800,5/25/2019,7/1/2016,1058.00
CR,CSTM,CLA-VSH,DN Harbour Line,2016-10-26-00.00.00,5:00,60KG,17.15,80,Dec-13,74.33,RAIL,GR,2016-07-03-00.00.00,LR,28,780,22.32,FP/SR,STRAIGHT,800,10/26/2016,12/1/2013,1060.00
NWR,JU,FL-MKN,DN,2020-11-26-00.00.00,5:35,52KG,,110,Jan-18,94.22,LWR,GR,2020-09-30-00.00.00,LR,34,32,22.9,LWR,STRAIGHT,525,11/26/2020,1/1/2018,1060.00
ECOR,WAT,NWP-VZM,DN,2016-11-27-00.00.00,5:50,60KG,35.91,130,Jan-14,108.53,RAIL,GR,2016-10-22-00.00.00,RR,806,753,25,LWR,STRAIGHT,800,11/27/2016,1/1/2014,1061.00
NWR,JU,LN-SMR,SL,2022-01-25-00.00.00,3:20,52KG,43.7,110,Mar-19,114.1,LWR,GR,2021-12-22-00.00.00,RR,669,751,22.32,SWR,STRAIGHT,525,1/25/2022,3/1/2019,1061.00
SCR,NED,MMR-PBN,SL,2023-09-28-00.00.00,7:00,52KG,16.467,100,Nov-20,281.14,SEJ,GR,2023-07-18-00.00.00,RR,50,54,Up to 20.32,LWR,STRAIGHT,525,9/28/2023,11/1/2020,1061.00
NWR,JU,LN-SMR,SL,2021-12-29-00.00.00,10:47,52KG,43.49,110,Feb-19,116.85,LWR,GR,2021-12-22-00.00.00,LR,670,26,22.32,LWR,STRAIGHT,525,12/29/2021,2/1/2019,1062.00
ECOR,WAT,VZM-KTV,DN,2015-07-03-00.00.00,8:56,60KG,70.21,130,Aug-12,182.75,RAIL,GR,2015-06-03-00.00.00,LR,829,416,25,SWR,STRAIGHT,800,7/3/2015,8/1/2012,1066.00
NCR,JHS,JHS-MBA,SL,2022-12-02-00.00.00,6:54,52KG,25.09,100,Jan-20,254.24,SEJ,GR,2022-11-09-00.00.00,LR,1202,878,22.32,LWR,STRAIGHT,525,12/2/2022,1/1/2020,1066.00
CR,CSTM,DW -KLMG,DN,2023-07-04-00.00.00,0:17,60KG,40.41,110,Aug-20,139.33,SEJ,GR,2023-06-16-00.00.00,LR,56,423,22.32,LWR,CURVE,800,7/4/2023,8/1/2020,1067.00
ECOR,WAT,SPRD - VBL,UP,2021-11-03-00.00.00,7:05,60KG,40.44,110,Dec-18,99.8,LWR,GR,2021-08-09-00.00.00,RR,378,286,25,LWR,STRAIGHT,800,11/3/2021,12/1/2018,1068.00
SR,TVC,ERSC-KYJ,DN,2019-07-08-00.00.00,15:20,52KG,12,90,Aug-16,30.43,LWR,GR,2018-12-03-00.00.00,RR,41,690,22.32,LWR,STRAIGHT,525,7/8/2019,8/1/2016,1071.00
SER,CKP,PDPH-NYG,DN,2015-08-10-00.00.00,5:00,60KG,44.11,65,Sep-12,122.9,RAIL,GR,2015-08-04-00.00.00,LR,375,450,25,LWR,CURVE,800,8/10/2015,9/1/2012,1073.00
NWR,BKN,BTI-HMH,SL,2024-09-10-00.00.00,8:20,60KG,29.587,110,Oct-21,101,CURVE,GR,2024-09-07-00.00.00,RR,54,756,22.32,FP/SR,STRAIGHT,800,9/10/2024,10/1/2021,1075.00
SECR,NAG,G-NAB,SL,2022-01-12-00.00.00,1:10,52KG,34.02,110,Feb-19,115.94,SEJ,OBS Joggled Plate,2021-12-20-00.00.00,LR,1007,837,22.9,LWR,STRAIGHT,525,1/12/2022,2/1/2019,1076.00
WR,ADI,UMN-KLL,UP,2024-02-10-00.00.00,6:45,60KG,14.414,110,Mar-21,44,CURVE,GR,2023-12-11-00.00.00,LR,749,128,22.9,LWR,STRAIGHT,800,2/10/2024,3/1/2021,1076.00
SECR,NAG,NAB-BPQ,SL,2024-11-12-00.00.00,23:50,52KG,16.028,110,Dec-21,108,CURVE,GR,2024-10-25-00.00.00,LR,1148,655,22.9,LWR,STRAIGHT,525,11/12/2024,12/1/2021,1077.00
NR,LKO,SHG-ABP,DN,2018-05-14-00.00.00,16:45,52KG,,100,Jun-15,88.47,RAIL,GR,2018-04-29-00.00.00,RR,881,167,22.32,LWR,STRAIGHT,525,5/14/2018,6/1/2015,1078.00
NWR,AII,MJ PNU,UP,2019-04-18-00.00.00,8:15,52KG,24.38,130,May-16,109.25,LWR,GR,2019-02-06-00.00.00,LR,461,741,22.9,SWR,STRAIGHT,525,4/18/2019,5/1/2016,1082.00
SECR,R,R-DUG,DN,2021-06-17-00.00.00,0:45,60KG,83.3,130,Jul-18,192.06,POINTS AND CROSSING,GR,2021-05-06-00.00.00,RR,851,186,22.9,LWR,STRAIGHT,800,6/17/2021,7/1/2018,1082.00
CR,BSL,AK- MZR,UP,2019-12-20-00.00.00,1:55,60KG,53.08,130,Jan-17,164.51,LWR,GR,2019-11-23-00.00.00,LR,610,424,22.32,LWR,STRAIGHT,800,12/20/2019,1/1/2017,1083.00
ECR,SEE,KGG-BJU,UP,2019-12-20-00.00.00,23:36,52KG,14.62,110,Jan-17,40.53,SEJ,GR,2019-07-05-00.00.00,LR,135,655,22.32,LWR,STRAIGHT,525,12/20/2019,1/1/2017,1083.00
ER,ASN,ASN-BCQ,DN 1,2018-01-19-00.00.00,9:55,52KG,20.7,130,Feb-15,66.38,RAIL,GR,2018-01-13-00.00.00,LR,212,181,22.32,LWR,STRAIGHT,525,1/19/2018,2/1/2015,1083.00
SER,CKP,RKSN - BNDM A,DN,2022-10-19-00.00.00,5:10,60KG,80.25,130,Nov-19,186.72,SEJ,GR,2022-09-22-00.00.00,LR,398,194,22.9,SWR,STRAIGHT,800,10/19/2022,11/1/2019,1083.00
NR,LKO,RBL-UTR,UP,2022-12-20-00.00.00,8:05,60KG,20.1,110,Jan-20,64.34,SEJ,GR,2021-11-18-00.00.00,LR,1020,962,22.32,LWR,STRAIGHT,800,12/20/2022,1/1/2020,1084.00
SECR,BSP,APR-NKJ,UP,2021-07-20-00.00.00,8:40,60KG,67.26,100,Aug-18,210.78,LWR,GR,2021-07-14-00.00.00,RR,1002,209,22.9,LWR,STRAIGHT,800,7/20/2021,8/1/2018,1084.00
SECR,BSP,JSG-CPH,UP,2022-11-19-00.00.00,7:30,60KG,71.86,130,Dec-19,208.72,CURVE,GR,2022-10-15-00.00.00,LR,524,118,25,FP/SR,STRAIGHT,800,11/19/2022,12/1/2019,1084.00
ECOR,KUR,CTC-PRDP,DN,2023-09-21-00.00.00,9:15,60KG,32.416,110,Oct-20,84.63,CURVE,GR,2023-09-11-00.00.00,RR,489,575,25,LWR,STRAIGHT,800,9/21/2023,10/1/2020,1085.00
NCR,PRYJ,CAR - COI,UP,2019-02-19-00.00.00,7:20,60KG,65.83,130,Mar-16,284.29,LWR,GR,2019-01-29-00.00.00,LR,720,758,22.32,LWR,STRAIGHT,800,2/19/2019,3/1/2016,1085.00
SCR,GTL,GTL-WD,DN,2018-01-21-00.00.00,2:55,60KG,19.16,130,Feb-15,56.64,RAIL,GR,2017-06-09-00.00.00,LR,530,7,22.32,LWR,CURVE,800,1/21/2018,2/1/2015,1085.00
NR,MB,HPU-GZB,UP,2017-10-22-00.00.00,8:00,52KG,20.38,110,Nov-14,51.83,RAIL,GR,2017-09-16-00.00.00,LR,133,617,22.32,LWR,STRAIGHT,525,10/22/2017,11/1/2014,1086.00
WR,BCT,ADH-BSR,Slow Line UP,2017-11-22-00.00.00,7:50,60KG,36.67,100,Dec-14,118.61,RAIL,GR,2017-09-19-00.00.00,LR,49,1003,22.9,LWR,STRAIGHT,800,11/22/2017,12/1/2014,1087.00
NR,MB,BLM-RAC,DN,2017-01-24-00.00.00,0:02,60KG,29.99,110,Feb-14,79.03,RAIL,GR,2016-12-03-00.00.00,RR,1150,29,22.32,SWR,STRAIGHT,800,1/24/2017,2/1/2014,1088.00
NWR,JU,LN-SMR,SL,2021-12-24-00.00.00,6:35,52KG,43.49,110,Jan-19,116.1,LWR,GR,2021-12-18-00.00.00,RR,659,522,22.32,LWR,STRAIGHT,525,12/24/2021,1/1/2019,1088.00
NCR,AGRA,RKM-MTJ,DN,2017-07-25-00.00.00,10:00,60KG,71.47,160,Aug-14,190,RAIL,GR,2017-06-12-00.00.00,RR,1388,307,22.9,LWR,STRAIGHT,800,7/25/2017,8/1/2014,1089.00
NWR,JU,LN-SMR,SL,2022-01-25-00.00.00,10:45,52KG,43.7,110,Feb-19,116.85,LWR,GR,2021-12-21-00.00.00,RR,664,696,22.32,LWR,STRAIGHT,525,1/25/2022,2/1/2019,1089.00
NER,LJN,GKP MUR,DN,2023-06-26-00.00.00,9:05,52KG,33.535,110,Jul-20,128.89,CURVE,GR,2023-06-01-00.00.00,LR,552,64,22.9,LWR,STRAIGHT,525,6/26/2023,7/1/2020,1090.00
NR,DLI,DLI-DSA,N,2022-11-25-00.00.00,13:00,60KG,38.96,110,Dec-19,158.19,CURVE,GR,2022-11-16-00.00.00,LR,5,516,22.32,LWR,CURVE,800,11/25/2022,12/1/2019,1090.00
NR,MB,BLM-RAC,DN,2017-11-25-00.00.00,7:00,52KG,29.99,110,Dec-14,81.22,RAIL,GR,2017-10-12-00.00.00,RR,1207,310,22.32,LWR,STRAIGHT,525,11/25/2017,12/1/2014,1090.00
SECR,BSP,APR-NKJ,IIIrd Line,2025-04-26-00.00.00,9:00,60KG,21.377,100,May-22,9,CURVE,GR,2025-03-27-00.00.00,LR,890,983,22.9,SWR,STRAIGHT,800,4/26/2025,5/1/2022,1091.00
SECR,BSP,APR-NKJ,UP,2023-06-28-00.00.00,11:20,60KG,70.806,100,Jul-20,218.6,CURVE,GR,2023-06-08-00.00.00,LR,935,924,22.9,LWR,CURVE,800,6/28/2023,7/1/2020,1092.00
NR,DLI,DSA-GZB,IIIrd Line,2019-06-30-00.00.00,13:00,60KG,66.23,110,Jul-16,223.41,POINTS AND CROSSING,GR,2019-06-26-00.00.00,LR,13,919,22.32,LWR,STRAIGHT,800,6/30/2019,7/1/2016,1094.00
NR,LKO,ON CNB,DN,2015-05-31-00.00.00,18:00,52KG,44.44,110,Jun-12,117.09,RAIL,GR,2015-05-13-00.00.00,LR,63,750,22.32,LWR,STRAIGHT,525,5/31/2015,6/1/2012,1094.00
SECR,BSP,BSP-APR,DN,2022-11-30-00.00.00,22:35,60KG,26,100,Dec-19,106.92,CURVE,GR,2022-09-23-00.00.00,LR,856,306,22.32,FP/SR,STRAIGHT,800,11/30/2022,12/1/2019,1095.00
SECR,NAG,TMR-TRDI,SL,2021-01-31-00.00.00,13:10,60KG,13.23,110,Feb-18,498.93,SEJ,GR,2020-12-21-00.00.00,RR,1054,890,22.32,LWR,CURVE,800,1/31/2021,2/1/2018,1095.00
NR,DLI,IInd YBr-SBB,GAL UP,2015-11-02-00.00.00,23:20,60KG,106.9,110,Nov-12,342.04,RAIL,GR,2015-10-13-00.00.00,RR,2,795,22.32,LWR,STRAIGHT,800,11/2/2015,11/1/2012,1096.00
ECOR,WAT,NWP-VZM,DN,2018-12-03-00.00.00,11:00,60KG,46.51,130,Dec-15,513.16,SEJ,GR,2018-11-09-00.00.00,RR,798,170,25,LWR,STRAIGHT,800,12/3/2018,12/1/2015,1098.00
ECOR,WAT,VZM-KTV,IIIrd Line,2016-08-04-00.00.00,8:15,60KG,35.39,130,Aug-13,431,RAIL,GR,2016-02-24-00.00.00,LR,852,603,25,LWR,STRAIGHT,800,8/4/2016,8/1/2013,1099.00
ECOR,WAT,VZM-KTV,IIIrd Line,2016-08-04-00.00.00,8:15,60KG,35.39,130,Aug-13,431,RAIL,GR,2016-02-24-00.00.00,LR,852,603,25,LWR,STRAIGHT,800,8/4/2016,8/1/2013,1099.00
ECOR,WAT,VZM-KTV,IIIrd Line,2016-08-04-00.00.00,8:15,60KG,35.39,130,Aug-13,431,RAIL,GR,2016-02-24-00.00.00,LR,852,603,25,LWR,STRAIGHT,800,8/4/2016,8/1/2013,1099.00
SECR,R,R-DUG,MID,2021-02-06-00.00.00,8:40,60KG,43.57,130,Feb-18,125.28,POINTS AND CROSSING,GR,2020-10-21-00.00.00,LR,842,303,22.9,LWR,STRAIGHT,800,2/6/2021,2/1/2018,1101.00
SECR,R,R-DUG,UP,2021-10-06-00.00.00,8:15,60KG,90.98,130,Oct-18,299.92,LWR,GR,2021-09-25-00.00.00,LR,840,777,22.9,LWR,STRAIGHT,800,10/6/2021,10/1/2018,1101.00
NR,LKO,BSB-JNH,UP,2019-06-09-00.00.00,19:30,60KG,27.8,110,Jun-16,83.35,LWR,GR,2019-05-17-00.00.00,LR,787,12,22.32,LWR,STRAIGHT,800,6/9/2019,6/1/2016,1103.00
ECR,SEE,SPJ - MFP,UP,2020-02-10-00.00.00,7:40,52KG,18.12,110,Feb-17,58.82,RAIL,GR,2019-10-09-00.00.00,RR,82,40,22.32,LWR,STRAIGHT,525,2/10/2020,2/1/2017,1104.00
SECR,BSP,JSG-CPH,DN,2017-01-09-00.00.00,7:45,60KG,58.02,130,Jan-14,785.69,RAIL,GR,2016-11-25-00.00.00,LR,615,415,25,LWR,STRAIGHT,800,1/9/2017,1/1/2014,1104.00
